         Sat           Ant         Start           End
       SAT06         ANT11             0          3667
       SAT06          ANT3        907200        910867
       SAT06         ANT11        907200        910867
       SAT53          ANT3             0          3667
       SAT53         ANT11             0          3667
       SAT53          ANT3        907200        910867
       SAT53         ANT11        907200        910867
       SAT06          ANT3         25402         41734
       SAT06         ANT11         25402         41734
       SAT06          ANT3        932602        948934
       SAT06         ANT11        932602        948934
       SAT53          ANT3         25402         41734
       SAT53         ANT11         25402         41734
       SAT53          ANT3        932602        948934
       SAT53         ANT11        932602        948934
       SAT06          ANT3         85399         99720
       SAT06         ANT11         85399         99720
       SAT06          ANT3        992599       1006920
       SAT06         ANT11        992599       1006920
       SAT53          ANT3         85399         99720
       SAT53         ANT11         85399         99720
       SAT53          ANT3        992599       1006920
       SAT53         ANT11        992599       1006920
       SAT06          ANT3        122682        150230
       SAT06         ANT11        122682        150230
       SAT06          ANT3       1029882       1057430
       SAT06         ANT11       1029882       1057430
       SAT53          ANT3        122682        150230
       SAT53         ANT11        122682        150230
       SAT53          ANT3       1029882       1057430
       SAT53         ANT11       1029882       1057430
       SAT06          ANT3        228050        257059
       SAT06         ANT11        228050        257059
       SAT06          ANT3       1135250       1164259
       SAT06         ANT11       1135250       1164259
       SAT53          ANT3        228050        257059
       SAT53         ANT11        228050        257059
       SAT53          ANT3       1135250       1164259
       SAT53         ANT11       1135250       1164259
       SAT06          ANT3        281811        293750
       SAT06         ANT11        281811        293750
       SAT06          ANT3       1189011       1200950
       SAT06         ANT11       1189011       1200950
       SAT53          ANT3        281811        293750
       SAT53         ANT11        281811        293750
       SAT53          ANT3       1189011       1200950
       SAT53         ANT11       1189011       1200950
       SAT06          ANT3        337249        355764
       SAT06         ANT11        337249        355764
       SAT53          ANT3        337249        355764
       SAT53         ANT11        337249        355764
       SAT06          ANT3        376544        400623
       SAT06         ANT11        376544        400623
       SAT53          ANT3        376544        400623
       SAT53         ANT11        376544        400623
       SAT06          ANT3        442789        447408
       SAT06         ANT11        442789        447408
       SAT53          ANT3        442789        447408
       SAT53         ANT11        442789        447408
       SAT06          ANT3        479161        509584
       SAT06         ANT11        479161        509584
       SAT53          ANT3        479161        509584
       SAT53         ANT11        479161        509584
       SAT06          ANT3        538781        545894
       SAT06         ANT11        538781        545894
       SAT53          ANT3        538781        545894
       SAT53         ANT11        538781        545894
       SAT06          ANT3        588593        610974
       SAT06         ANT11        588593        610974
       SAT53          ANT3        588593        610974
       SAT53         ANT11        588593        610974
       SAT06          ANT3        631332        651648
       SAT06         ANT11        631332        651648
       SAT53          ANT3        631332        651648
       SAT53         ANT11        631332        651648
       SAT06          ANT3        694861        704658
       SAT06         ANT11        694861        704658
       SAT53          ANT3        694861        704658
       SAT53         ANT11        694861        704658
       SAT06          ANT3        731269        761161
       SAT06         ANT11        731269        761161
       SAT53          ANT3        731269        761161
       SAT53         ANT11        731269        761161
       SAT06          ANT3        839226        865255
       SAT06         ANT11        839226        865255
       SAT53          ANT3        839226        865255
       SAT53         ANT11        839226        865255
       SAT06          ANT3        887016        903301
       SAT06         ANT11        887016        903301
       SAT53          ANT3        887016        903301
       SAT53         ANT11        887016        903301
       SAT06          ANT4             0           289
       SAT06         ANT12             0           289
       SAT06          ANT4        907200        907489
       SAT06         ANT12        907200        907489
       SAT53          ANT4             0           289
       SAT53         ANT12             0           289
       SAT53          ANT4        907200        907489
       SAT53         ANT12        907200        907489
       SAT06          ANT4         25699         45291
       SAT06         ANT12         25699         45291
       SAT06          ANT4        932899        952491
       SAT06         ANT12        932899        952491
       SAT53          ANT4         25699         45291
       SAT53         ANT12         25699         45291
       SAT53          ANT4        932899        952491
       SAT53         ANT12        932899        952491
       SAT06          ANT4         82738         98055
       SAT06         ANT12         82738         98055
       SAT06          ANT4        989938       1005255
       SAT06         ANT12        989938       1005255
       SAT53          ANT4         82738         98055
       SAT53         ANT12         82738         98055
       SAT53          ANT4        989938       1005255
       SAT53         ANT12        989938       1005255
       SAT06          ANT4        125901        150814
       SAT06         ANT12        125901        150814
       SAT06          ANT4       1033101       1058014
       SAT06         ANT12       1033101       1058014
       SAT53          ANT4        125901        150814
       SAT53         ANT12        125901        150814
       SAT53          ANT4       1033101       1058014
       SAT53         ANT12       1033101       1058014
       SAT06          ANT4        183247        195829
       SAT06         ANT12        183247        195829
       SAT06          ANT4       1090447       1103029
       SAT06         ANT12       1090447       1103029
       SAT53          ANT4        183247        195829
       SAT53         ANT12        183247        195829
       SAT53          ANT4       1090447       1103029
       SAT53         ANT12       1090447       1103029
       SAT06          ANT4        230399        254078
       SAT06         ANT12        230399        254078
       SAT06          ANT4       1137599       1161278
       SAT06         ANT12       1137599       1161278
       SAT53          ANT4        230399        254078
       SAT53         ANT12        230399        254078
       SAT53          ANT4       1137599       1161278
       SAT53         ANT12       1137599       1161278
       SAT06          ANT4        280373        297718
       SAT06         ANT12        280373        297718
       SAT06          ANT4       1187573       1204918
       SAT06         ANT12       1187573       1204918
       SAT53          ANT4        280373        297718
       SAT53         ANT12        280373        297718
       SAT53          ANT4       1187573       1204918
       SAT53         ANT12       1187573       1204918
       SAT06          ANT4        335511        352950
       SAT06         ANT12        335511        352950
       SAT53          ANT4        335511        352950
       SAT53         ANT12        335511        352950
       SAT06          ANT4        379191        402802
       SAT06         ANT12        379191        402802
       SAT53          ANT4        379191        402802
       SAT53         ANT12        379191        402802
       SAT06          ANT4        437458        450062
       SAT06         ANT12        437458        450062
       SAT53          ANT4        437458        450062
       SAT53         ANT12        437458        450062
       SAT06          ANT4        482395        507346
       SAT06         ANT12        482395        507346
       SAT53          ANT4        482395        507346
       SAT53         ANT12        482395        507346
       SAT06          ANT4        535274        550508
       SAT06         ANT12        535274        550508
       SAT53          ANT4        535274        550508
       SAT53         ANT12        535274        550508
       SAT06          ANT4        587924        607611
       SAT06         ANT12        587924        607611
       SAT53          ANT4        587924        607611
       SAT53         ANT12        587924        607611
       SAT06          ANT4        633002        654739
       SAT06         ANT12        633002        654739
       SAT53          ANT4        633002        654739
       SAT53         ANT12        633002        654739
       SAT06          ANT4        691133        704743
       SAT06         ANT12        691133        704743
       SAT53          ANT4        691133        704743
       SAT53         ANT12        691133        704743
       SAT06          ANT4        734704        760095
       SAT06         ANT12        734704        760095
       SAT53          ANT4        734704        760095
       SAT53         ANT12        734704        760095
       SAT06          ANT4        790181        803716
       SAT06         ANT12        790181        803716
       SAT53          ANT4        790181        803716
       SAT53         ANT12        790181        803716
       SAT06          ANT4        840033        861880
       SAT06         ANT12        840033        861880
       SAT53          ANT4        840033        861880
       SAT53         ANT12        840033        861880
       SAT06          ANT4        887295        906862
       SAT06         ANT12        887295        906862
       SAT53          ANT4        887295        906862
       SAT53         ANT12        887295        906862
       SAT06          ANT6         42303         81193
       SAT06          ANT8         42303         81193
       SAT06          ANT6        949503        988393
       SAT06          ANT8        949503        988393
       SAT53          ANT6         42303         81193
       SAT53          ANT8         42303         81193
       SAT53          ANT6        949503        988393
       SAT53          ANT8        949503        988393
       SAT06          ANT6        159820        186972
       SAT06          ANT8        159820        186972
       SAT06          ANT6       1067020       1094172
       SAT06          ANT8       1067020       1094172
       SAT53          ANT6        159820        186972
       SAT53          ANT8        159820        186972
       SAT53          ANT6       1067020       1094172
       SAT53          ANT8       1067020       1094172
       SAT06          ANT6        199537        214303
       SAT06          ANT8        199537        214303
       SAT06          ANT6       1106737       1121503
       SAT06          ANT8       1106737       1121503
       SAT53          ANT6        199537        214303
       SAT53          ANT8        199537        214303
       SAT53          ANT6       1106737       1121503
       SAT53          ANT8       1106737       1121503
       SAT06          ANT6        275909        276775
       SAT06          ANT8        275909        276775
       SAT06          ANT6       1183109       1183975
       SAT06          ANT8       1183109       1183975
       SAT53          ANT6        275909        276775
       SAT53          ANT8        275909        276775
       SAT53          ANT6       1183109       1183975
       SAT53          ANT8       1183109       1183975
       SAT06          ANT6        294582        328721
       SAT06          ANT8        294582        328721
       SAT06          ANT6       1201782       1209600
       SAT06          ANT8       1201782       1209600
       SAT53          ANT6        294582        328721
       SAT53          ANT8        294582        328721
       SAT53          ANT6       1201782       1209600
       SAT53          ANT8       1201782       1209600
       SAT06          ANT6        403068        439728
       SAT06          ANT8        403068        439728
       SAT53          ANT6        403068        439728
       SAT53          ANT8        403068        439728
       SAT06          ANT6        520490        537121
       SAT06          ANT8        520490        537121
       SAT53          ANT6        520490        537121
       SAT53          ANT8        520490        537121
       SAT06          ANT6        547680        574697
       SAT06          ANT8        547680        574697
       SAT53          ANT6        547680        574697
       SAT53          ANT8        547680        574697
       SAT06          ANT6        652411        691762
       SAT06          ANT8        652411        691762
       SAT53          ANT6        652411        691762
       SAT53          ANT8        652411        691762
       SAT06          ANT6        771342        794389
       SAT06          ANT8        771342        794389
       SAT53          ANT6        771342        794389
       SAT53          ANT8        771342        794389
       SAT06          ANT6        802814        824976
       SAT06          ANT8        802814        824976
       SAT53          ANT6        802814        824976
       SAT53          ANT8        802814        824976
       SAT06          ANT6        903871        907200
       SAT06          ANT8        903871        907200
       SAT53          ANT6        903871        907200
       SAT53          ANT8        903871        907200
       SAT29          ANT7         42484         81507
       SAT29          ANT9         42484         81507
       SAT29          ANT7        949684        988707
       SAT29          ANT9        949684        988707
       SAT29          ANT7        161464        182231
       SAT29          ANT9        161464        182231
       SAT29          ANT7       1068664       1089431
       SAT29          ANT9       1068664       1089431
       SAT29          ANT7        189426        213640
       SAT29          ANT9        189426        213640
       SAT29          ANT7       1096626       1120840
       SAT29          ANT9       1096626       1120840
       SAT29          ANT7        293067        333005
       SAT29          ANT9        293067        333005
       SAT29          ANT7       1200267       1209600
       SAT29          ANT9       1200267       1209600
       SAT29          ANT7        412137        437839
       SAT29          ANT9        412137        437839
       SAT29          ANT7        446738        464482
       SAT29          ANT9        446738        464482
       SAT29          ANT7        544904        582420
       SAT29          ANT9        544904        582420
       SAT29          ANT7        659377        690839
       SAT29          ANT9        659377        690839
       SAT29          ANT7        708279        713814
       SAT29          ANT9        708279        713814
       SAT29          ANT7        772506        784154
       SAT29          ANT9        772506        784154
       SAT29          ANT7        797384        825625
       SAT29          ANT9        797384        825625
       SAT29          ANT7        904022        907200
       SAT29          ANT9        904022        907200
       SAT29          ANT5             0         30097
       SAT29         ANT10             0         30097
       SAT29          ANT5        907200        937297
       SAT29         ANT10        907200        937297
       SAT29          ANT5        110318        132145
       SAT29         ANT10        110318        132145
       SAT29          ANT5       1017518       1039345
       SAT29         ANT10       1017518       1039345
       SAT29          ANT5        140083        161780
       SAT29         ANT10        140083        161780
       SAT29          ANT5       1047283       1068980
       SAT29         ANT10       1047283       1068980
       SAT29          ANT5        242022        281297
       SAT29         ANT10        242022        281297
       SAT29          ANT5       1149222       1188497
       SAT29         ANT10       1149222       1188497
       SAT29          ANT5        360800        386693
       SAT29         ANT10        360800        386693
       SAT29          ANT5        398119        412462
       SAT29         ANT10        398119        412462
       SAT29          ANT5        494167        529571
       SAT29         ANT10        494167        529571
       SAT29          ANT5        603862        639542
       SAT29         ANT10        603862        639542
       SAT29          ANT5        661011        661846
       SAT29         ANT10        661011        661846
       SAT29          ANT5        721162        735839
       SAT29         ANT10        721162        735839
       SAT29          ANT5        747049        772810
       SAT29         ANT10        747049        772810
       SAT29          ANT5        773211        774620
       SAT29         ANT10        773211        774620
       SAT29          ANT5        852340        891663
       SAT29         ANT10        852340        891663
       SAT29          ANT1             0          2062
       SAT29          ANT2             0          2062
       SAT29          ANT1        907200        909262
       SAT29          ANT2        907200        909262
       SAT29          ANT1         82114        111425
       SAT29          ANT2         82114        111425
       SAT29          ANT1        989314       1018625
       SAT29          ANT2        989314       1018625
       SAT29          ANT1        193469        202279
       SAT29          ANT2        193469        202279
       SAT29          ANT1       1100669       1109479
       SAT29          ANT2       1100669       1109479
       SAT29          ANT1        210444        239550
       SAT29          ANT2        210444        239550
       SAT29          ANT1       1117644       1146750
       SAT29          ANT2       1117644       1146750
       SAT29          ANT1        319535        362540
       SAT29          ANT2        319535        362540
       SAT29          ANT1        442716        490118
       SAT29          ANT2        442716        490118
       SAT29          ANT1        569998        613833
       SAT29          ANT2        569998        613833
       SAT29          ANT1        693692        740986
       SAT29          ANT2        693692        740986
       SAT29          ANT1        821377        863575
       SAT29          ANT2        821377        863575
       SAT29          ANT3             0           592
       SAT29         ANT11             0           592
       SAT29          ANT3        907200        907792
       SAT29         ANT11        907200        907792
       SAT29          ANT3         24031         37672
       SAT29         ANT11         24031         37672
       SAT29          ANT3        931231        944872
       SAT29         ANT11        931231        944872
       SAT29          ANT3         81307         98283
       SAT29         ANT11         81307         98283
       SAT29          ANT3        988507       1005483
       SAT29         ANT11        988507       1005483
       SAT29          ANT3        119691        145137
       SAT29         ANT11        119691        145137
       SAT29          ANT3       1026891       1052337
       SAT29         ANT11       1026891       1052337
       SAT29          ANT3        187043        188978
       SAT29         ANT11        187043        188978
       SAT29          ANT3       1094243       1096178
       SAT29         ANT11       1094243       1096178
       SAT29          ANT3        223331        253446
       SAT29         ANT11        223331        253446
       SAT29          ANT3       1130531       1160646
       SAT29         ANT11       1130531       1160646
       SAT29          ANT3        280801        289799
       SAT29         ANT11        280801        289799
       SAT29          ANT3       1188001       1196999
       SAT29         ANT11       1188001       1196999
       SAT29          ANT3        332874        353827
       SAT29         ANT11        332874        353827
       SAT29          ANT3        374126        395885
       SAT29         ANT11        374126        395885
       SAT29          ANT3        438759        446711
       SAT29         ANT11        438759        446711
       SAT29          ANT3        475074        505397
       SAT29         ANT11        475074        505397
       SAT29          ANT3        538197        541785
       SAT29         ANT11        538197        541785
       SAT29          ANT3        583777        608460
       SAT29         ANT11        583777        608460
       SAT29          ANT3        629486        647331
       SAT29         ANT11        629486        647331
       SAT29          ANT3        690902        703594
       SAT29         ANT11        690902        703594
       SAT29          ANT3        727745        756344
       SAT29         ANT11        727745        756344
       SAT29          ANT3        834128        862174
       SAT29         ANT11        834128        862174
       SAT29          ANT3        885649        899240
       SAT29         ANT11        885649        899240
       SAT29          ANT4         23284         41473
       SAT29         ANT12         23284         41473
       SAT29          ANT4        930484        948673
       SAT29         ANT12        930484        948673
       SAT29          ANT4         79220         95831
       SAT29         ANT12         79220         95831
       SAT29          ANT4        986420       1003031
       SAT29         ANT12        986420       1003031
       SAT29          ANT4        122599        146783
       SAT29         ANT12        122599        146783
       SAT29          ANT4       1029799       1053983
       SAT29         ANT12       1029799       1053983
       SAT29          ANT4        180642        193115
       SAT29         ANT12        180642        193115
       SAT29          ANT4       1087842       1100315
       SAT29         ANT12       1087842       1100315
       SAT29          ANT4        226328        250886
       SAT29         ANT12        226328        250886
       SAT29          ANT4       1133528       1158086
       SAT29         ANT12       1133528       1158086
       SAT29          ANT4        278122        294121
       SAT29         ANT12        278122        294121
       SAT29          ANT4       1185322       1201321
       SAT29         ANT12       1185322       1201321
       SAT29          ANT4        331764        350603
       SAT29         ANT12        331764        350603
       SAT29          ANT4        376216        398707
       SAT29         ANT12        376216        398707
       SAT29          ANT4        434519        447647
       SAT29         ANT12        434519        447647
       SAT29          ANT4        478494        503828
       SAT29         ANT12        478494        503828
       SAT29          ANT4        533056        547163
       SAT29         ANT12        533056        547163
       SAT29          ANT4        583978        605033
       SAT29         ANT12        583978        605033
       SAT29          ANT4        630334        650740
       SAT29         ANT12        630334        650740
       SAT29          ANT4        687878        702502
       SAT29         ANT12        687878        702502
       SAT29          ANT4        731084        756278
       SAT29         ANT12        731084        756278
       SAT29          ANT4        787840        800670
       SAT29         ANT12        787840        800670
       SAT29          ANT4        835955        859007
       SAT29         ANT12        835955        859007
       SAT29          ANT4        884882        903046
       SAT29         ANT12        884882        903046
       SAT29          ANT6         38354         75174
       SAT29          ANT8         38354         75174
       SAT29          ANT6        945554        982374
       SAT29          ANT8        945554        982374
       SAT29          ANT6        149620        151575
       SAT29          ANT8        149620        151575
       SAT29          ANT6       1056820       1058775
       SAT29          ANT8       1056820       1058775
       SAT29          ANT6        152168        183493
       SAT29          ANT8        152168        183493
       SAT29          ANT6       1059368       1090693
       SAT29          ANT8       1059368       1090693
       SAT29          ANT6        200997        208883
       SAT29          ANT8        200997        208883
       SAT29          ANT6       1108197       1116083
       SAT29          ANT8       1108197       1116083
       SAT29          ANT6        265073        278330
       SAT29          ANT8        265073        278330
       SAT29          ANT6       1172273       1185530
       SAT29          ANT8       1172273       1185530
       SAT29          ANT6        291086        320056
       SAT29          ANT8        291086        320056
       SAT29          ANT6       1198286       1209600
       SAT29          ANT8       1198286       1209600
       SAT29          ANT6        396958        435792
       SAT29          ANT8        396958        435792
       SAT29          ANT6        515726        536759
       SAT29          ANT8        515726        536759
       SAT29          ANT6        545209        569408
       SAT29          ANT8        545209        569408
       SAT29          ANT6        647906        687272
       SAT29          ANT8        647906        687272
       SAT29          ANT6        766319        791949
       SAT29          ANT8        766319        791949
       SAT29          ANT6        802417        820271
       SAT29          ANT8        802417        820271
       SAT29          ANT6        899926        907200
       SAT29          ANT8        899926        907200
       SAT07          ANT7         37331         77273
       SAT07          ANT9         37331         77273
       SAT07          ANT7        944531        984473
       SAT07          ANT9        944531        984473
       SAT54          ANT7         37331         77273
       SAT54          ANT9         37331         77273
       SAT54          ANT7        944531        984473
       SAT54          ANT9        944531        984473
       SAT07          ANT7        156694        180939
       SAT07          ANT9        156694        180939
       SAT07          ANT7       1063894       1088139
       SAT07          ANT9       1063894       1088139
       SAT54          ANT7        156694        180939
       SAT54          ANT9        156694        180939
       SAT54          ANT7       1063894       1088139
       SAT54          ANT9       1063894       1088139
       SAT07          ANT7        188156        208872
       SAT07          ANT9        188156        208872
       SAT07          ANT7       1095356       1116072
       SAT07          ANT9       1095356       1116072
       SAT54          ANT7        188156        208872
       SAT54          ANT9        188156        208872
       SAT54          ANT7       1095356       1116072
       SAT54          ANT9       1095356       1116072
       SAT07          ANT7        288837        327840
       SAT07          ANT9        288837        327840
       SAT07          ANT7       1196037       1209600
       SAT07          ANT9       1196037       1209600
       SAT54          ANT7        288837        327840
       SAT54          ANT9        288837        327840
       SAT54          ANT7       1196037       1209600
       SAT54          ANT9       1196037       1209600
       SAT07          ANT7        406197        434543
       SAT07          ANT9        406197        434543
       SAT54          ANT7        406197        434543
       SAT54          ANT9        406197        434543
       SAT07          ANT7        447934        459360
       SAT07          ANT9        447934        459360
       SAT54          ANT7        447934        459360
       SAT54          ANT9        447934        459360
       SAT07          ANT7        517963        523903
       SAT07          ANT9        517963        523903
       SAT54          ANT7        517963        523903
       SAT54          ANT9        517963        523903
       SAT07          ANT7        541083        572332
       SAT07          ANT9        541083        572332
       SAT54          ANT7        541083        572332
       SAT54          ANT9        541083        572332
       SAT07          ANT7        649394        687011
       SAT07          ANT9        649394        687011
       SAT54          ANT7        649394        687011
       SAT54          ANT9        649394        687011
       SAT07          ANT7        767407        785310
       SAT07          ANT9        767407        785310
       SAT54          ANT7        767407        785310
       SAT54          ANT9        767407        785310
       SAT07          ANT7        794105        819739
       SAT07          ANT9        794105        819739
       SAT54          ANT7        794105        819739
       SAT54          ANT9        794105        819739
       SAT07          ANT7        898887        907200
       SAT07          ANT9        898887        907200
       SAT54          ANT7        898887        907200
       SAT54          ANT9        898887        907200
       SAT07          ANT5             0         25716
       SAT07         ANT10             0         25716
       SAT07          ANT5        907200        932916
       SAT07         ANT10        907200        932916
       SAT54          ANT5             0         25716
       SAT54         ANT10             0         25716
       SAT54          ANT5        907200        932916
       SAT54         ANT10        907200        932916
       SAT07          ANT5        105481        130004
       SAT07         ANT10        105481        130004
       SAT07          ANT5       1012681       1037204
       SAT07         ANT10       1012681       1037204
       SAT54          ANT5        105481        130004
       SAT54         ANT10        105481        130004
       SAT54          ANT5       1012681       1037204
       SAT54         ANT10       1012681       1037204
       SAT07          ANT5        139429        157019
       SAT07         ANT10        139429        157019
       SAT07          ANT5       1046629       1064219
       SAT07         ANT10       1046629       1064219
       SAT54          ANT5        139429        157019
       SAT54         ANT10        139429        157019
       SAT54          ANT5       1046629       1064219
       SAT54         ANT10       1046629       1064219
       SAT07          ANT5        237990        275632
       SAT07         ANT10        237990        275632
       SAT07          ANT5       1145190       1182832
       SAT07         ANT10       1145190       1182832
       SAT54          ANT5        237990        275632
       SAT54         ANT10        237990        275632
       SAT54          ANT5       1145190       1182832
       SAT54         ANT10       1145190       1182832
       SAT07          ANT5        351115        351770
       SAT07         ANT10        351115        351770
       SAT54          ANT5        351115        351770
       SAT54         ANT10        351115        351770
       SAT07          ANT5        352664        383280
       SAT07         ANT10        352664        383280
       SAT54          ANT5        352664        383280
       SAT54         ANT10        352664        383280
       SAT07          ANT5        399380        407950
       SAT07         ANT10        399380        407950
       SAT54          ANT5        399380        407950
       SAT54         ANT10        399380        407950
       SAT07          ANT5        466105        476800
       SAT07         ANT10        466105        476800
       SAT54          ANT5        466105        476800
       SAT54         ANT10        466105        476800
       SAT07          ANT5        490559        520306
       SAT07         ANT10        490559        520306
       SAT54          ANT5        490559        520306
       SAT54         ANT10        490559        520306
       SAT07          ANT5        597056        635654
       SAT07         ANT10        597056        635654
       SAT54          ANT5        597056        635654
       SAT54         ANT10        597056        635654
       SAT07          ANT5        716244        735879
       SAT07         ANT10        716244        735879
       SAT54          ANT5        716244        735879
       SAT54         ANT10        716244        735879
       SAT07          ANT5        744300        767729
       SAT07         ANT10        744300        767729
       SAT54          ANT5        744300        767729
       SAT54         ANT10        744300        767729
       SAT07          ANT5        847684        887274
       SAT07         ANT10        847684        887274
       SAT54          ANT5        847684        887274
       SAT54         ANT10        847684        887274
       SAT07          ANT3         22896         33695
       SAT07         ANT11         22896         33695
       SAT07          ANT3        930096        940895
       SAT07         ANT11        930096        940895
       SAT54          ANT3         22896         33695
       SAT54         ANT11         22896         33695
       SAT54          ANT3        930096        940895
       SAT54         ANT11        930096        940895
       SAT07          ANT3         77058         96548
       SAT07         ANT11         77058         96548
       SAT07          ANT3        984258       1003748
       SAT07         ANT11        984258       1003748
       SAT54          ANT3         77058         96548
       SAT54         ANT11         77058         96548
       SAT54          ANT3        984258       1003748
       SAT54         ANT11        984258       1003748
       SAT07          ANT3        117054        140226
       SAT07         ANT11        117054        140226
       SAT07          ANT3       1024254       1047426
       SAT07         ANT11       1024254       1047426
       SAT54          ANT3        117054        140226
       SAT54         ANT11        117054        140226
       SAT54          ANT3       1024254       1047426
       SAT54         ANT11       1024254       1047426
       SAT07          ANT3        182681        188681
       SAT07         ANT11        182681        188681
       SAT07          ANT3       1089881       1095881
       SAT07         ANT11       1089881       1095881
       SAT54          ANT3        182681        188681
       SAT54         ANT11        182681        188681
       SAT54          ANT3       1089881       1095881
       SAT54         ANT11       1089881       1095881
       SAT07          ANT3        219011        249485
       SAT07         ANT11        219011        249485
       SAT07          ANT3       1126211       1156685
       SAT07         ANT11       1126211       1156685
       SAT54          ANT3        219011        249485
       SAT54         ANT11        219011        249485
       SAT54          ANT3       1126211       1156685
       SAT54         ANT11       1126211       1156685
       SAT07          ANT3        280005        285820
       SAT07         ANT11        280005        285820
       SAT07          ANT3       1187205       1193020
       SAT07         ANT11       1187205       1193020
       SAT54          ANT3        280005        285820
       SAT54         ANT11        280005        285820
       SAT54          ANT3       1187205       1193020
       SAT54         ANT11       1187205       1193020
       SAT07          ANT3        328236        351534
       SAT07         ANT11        328236        351534
       SAT54          ANT3        328236        351534
       SAT54         ANT11        328236        351534
       SAT07          ANT3        372071        391427
       SAT07         ANT11        372071        391427
       SAT54          ANT3        372071        391427
       SAT54         ANT11        372071        391427
       SAT07          ANT3        434811        445770
       SAT07         ANT11        434811        445770
       SAT54          ANT3        434811        445770
       SAT54         ANT11        434811        445770
       SAT07          ANT3        471346        500811
       SAT07         ANT11        471346        500811
       SAT54          ANT3        471346        500811
       SAT54         ANT11        471346        500811
       SAT07          ANT3        578721        605588
       SAT07         ANT11        578721        605588
       SAT54          ANT3        578721        605588
       SAT54         ANT11        578721        605588
       SAT07          ANT3        627953        643193
       SAT07         ANT11        627953        643193
       SAT54          ANT3        627953        643193
       SAT54         ANT11        627953        643193
       SAT07          ANT3        686874        702308
       SAT07         ANT11        686874        702308
       SAT54          ANT3        686874        702308
       SAT54         ANT11        686874        702308
       SAT07          ANT3        724555        751271
       SAT07         ANT11        724555        751271
       SAT54          ANT3        724555        751271
       SAT54         ANT11        724555        751271
       SAT07          ANT3        829205        858758
       SAT07         ANT11        829205        858758
       SAT54          ANT3        829205        858758
       SAT54         ANT11        829205        858758
       SAT07          ANT3        884518        895265
       SAT07         ANT11        884518        895265
       SAT54          ANT3        884518        895265
       SAT54         ANT11        884518        895265
       SAT07          ANT1         65151        106722
       SAT07          ANT2         65151        106722
       SAT07          ANT1        972351       1013922
       SAT07          ANT2        972351       1013922
       SAT54          ANT1         65151        106722
       SAT54          ANT2         65151        106722
       SAT54          ANT1        972351       1013922
       SAT54          ANT2        972351       1013922
       SAT07          ANT1        187249        234464
       SAT07          ANT2        187249        234464
       SAT07          ANT1       1094449       1141664
       SAT07          ANT2       1094449       1141664
       SAT54          ANT1        187249        234464
       SAT54          ANT2        187249        234464
       SAT54          ANT1       1094449       1141664
       SAT54          ANT2       1094449       1141664
       SAT07          ANT1        314325        358117
       SAT07          ANT2        314325        358117
       SAT54          ANT1        314325        358117
       SAT54          ANT2        314325        358117
       SAT07          ANT1        438019        485451
       SAT07          ANT2        438019        485451
       SAT54          ANT1        438019        485451
       SAT54          ANT2        438019        485451
       SAT07          ANT1        565549        608806
       SAT07          ANT2        565549        608806
       SAT54          ANT1        565549        608806
       SAT54          ANT2        565549        608806
       SAT07          ANT1        688754        718216
       SAT07          ANT2        688754        718216
       SAT54          ANT1        688754        718216
       SAT54          ANT2        688754        718216
       SAT07          ANT1        723334        735258
       SAT07          ANT2        723334        735258
       SAT54          ANT1        723334        735258
       SAT54          ANT2        723334        735258
       SAT07          ANT1        816787        846597
       SAT07          ANT2        816787        846597
       SAT54          ANT1        816787        846597
       SAT54          ANT2        816787        846597
       SAT07          ANT6         10196         19131
       SAT07          ANT8         10196         19131
       SAT07          ANT6        917396        926331
       SAT07          ANT8        917396        926331
       SAT54          ANT6         10196         19131
       SAT54          ANT8         10196         19131
       SAT54          ANT6        917396        926331
       SAT54          ANT8        917396        926331
       SAT07          ANT6         34669         66505
       SAT07          ANT8         34669         66505
       SAT07          ANT6        941869        973705
       SAT07          ANT8        941869        973705
       SAT54          ANT6         34669         66505
       SAT54          ANT8         34669         66505
       SAT54          ANT6        941869        973705
       SAT54          ANT8        941869        973705
       SAT07          ANT6        141930        179714
       SAT07          ANT8        141930        179714
       SAT07          ANT6       1049130       1086914
       SAT07          ANT8       1049130       1086914
       SAT54          ANT6        141930        179714
       SAT54          ANT8        141930        179714
       SAT54          ANT6       1049130       1086914
       SAT54          ANT8       1049130       1086914
       SAT07          ANT6        260096        278626
       SAT07          ANT8        260096        278626
       SAT07          ANT6       1167296       1185826
       SAT07          ANT8       1167296       1185826
       SAT54          ANT6        260096        278626
       SAT54          ANT8        260096        278626
       SAT54          ANT6       1167296       1185826
       SAT54          ANT8       1167296       1185826
       SAT07          ANT6        288090        314014
       SAT07          ANT8        288090        314014
       SAT07          ANT6       1195290       1209600
       SAT07          ANT8       1195290       1209600
       SAT54          ANT6        288090        314014
       SAT54          ANT8        288090        314014
       SAT54          ANT6       1195290       1209600
       SAT54          ANT8       1195290       1209600
       SAT07          ANT6        392081        431554
       SAT07          ANT8        392081        431554
       SAT54          ANT6        392081        431554
       SAT54          ANT8        392081        431554
       SAT07          ANT6        510929        535065
       SAT07          ANT8        510929        535065
       SAT54          ANT6        510929        535065
       SAT54          ANT8        510929        535065
       SAT07          ANT6        544020        564623
       SAT07          ANT8        544020        564623
       SAT54          ANT6        544020        564623
       SAT54          ANT8        544020        564623
       SAT07          ANT6        643790        682070
       SAT07          ANT8        643790        682070
       SAT54          ANT6        643790        682070
